text,target,num_characters,num_words,num_sentance,transformed_text
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,161,36,3,25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti
Hmm .. Bits and pieces lol ... *sighs* ...,0,42,11,2,hmm bit piec lol sigh
Hahaha..use your brain dear,0,27,6,1,hahaha use brain dear
Hey. You got any mail?,0,22,7,2,hey got mail
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0,98,24,1,sorri light turn green meant anoth friend want lt gt worth may around
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0,89,17,4,thank yesterday sir wonder hope enjoy burial mojibiola
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1,147,32,6,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care 07821230901
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,0,129,31,1,hi mate rv u hav nice hol messag 3 say hello coz sent u 1 age start drive stay road rvx
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1,152,32,2,dear voucher holder claim week offer pc pleas go http ts cs appli stop text txt stop 80062
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",0,215,51,7,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy messag sent day ago
Surely result will offer:),0,26,6,1,sure result offer
Good Morning my Dear........... Have a great &amp; successful day.,0,66,14,1,good morn dear great amp success day
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1,149,28,1,want 750 anytim network min 150 text new video phone five pound per week call 08002888812 repli deliveri tomorrow
"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0,372,89,5,sir late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1,155,28,1,tri contact offer new video phone 750 anytim network min half price rental camcord call 08000930705 repli deliveri wed
Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,1,160,32,4,last chanc 2 claim ur worth discount ye 85023 offer mobil cs 08717898035 sub 16 remov txt x stop
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,0,81,20,1,luv u soo much u understand special u r 2 ring u 2morrow luv u xxx
"Pls send me a comprehensive mail about who i'm paying, when and how much.",0,73,17,1,pl send comprehens mail pay much
Our Prashanthettan's mother passed away last night. pray for her and family.,0,76,15,2,prashanthettan mother pass away last night pray famili
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1,152,31,3,urgent call 09066350750 landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150 ppm
K.k:)when are you going?,0,24,8,1,go
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0,231,52,2,meanwhil shit suit xavier decid give us lt gt second warn samantha come play jay guitar impress shit also think doug realiz live anymor
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0,87,21,2,stomach thru much trauma swear ca eat better lose weight
I am in office:)whats the matter..msg me now.i will call you at break:).,0,72,21,1,offic what matter msg call break
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",0,105,25,2,yeah bare enough room two us x mani fuck shoe sorri man see later
U reach orchard already? U wan 2 go buy tickets first?,0,54,13,2,u reach orchard alreadi u wan 2 go buy ticket first
"I am real, baby! I want to bring out your inner tigress...",0,58,15,2,real babi want bring inner tigress
No da if you run that it activate the full version da.,0,54,13,1,da run activ full version da
AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,0,114,25,2,ah poor babi hope urfeel bettersn luv probthat overdos work hey go care spk 2 u sn lot lovejen xxx
Stop the story. I've told him i've returned it and he's saying i should not re order it.,0,88,23,2,stop stori told return say order
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1,144,32,3,talk sexi make new friend fall love world discreet text date servic text vip 83110 see could meet
Going to take your babe out ?,0,29,7,1,go take babe
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0,136,35,3,hai ana tomarrow come morn lt decim gt ill sathi go rto offic repli came home
Spoons it is then okay?,0,23,6,1,spoon okay
Did he just say somebody is named tampa,0,39,8,1,say somebodi name tampa
In work now. Going have in few min.,0,35,10,2,work go min
Your brother is a genius,0,24,5,1,brother geniu
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0,95,24,2,sorri guess whenev get hold connect mayb hour two text
Did u find out what time the bus is at coz i need to sort some stuff out.,0,73,19,1,u find time bu coz need sort stuff
Dude ive been seeing a lotta corvettes lately,0,45,8,1,dude ive see lotta corvett late
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,1,160,26,1,congratul ur award either yr suppli cd virgin record mysteri gift guarante call 09061104283 ts cs approx 3min
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",0,159,32,1,consid wall bunker shit import never play peac guess place high enough matter
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,149,25,3,privat 2003 account statement 07808 xxxxxx show 800 point call 08719899217 identifi code 41685 expir
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,1,134,32,5,hello need posh bird chap user trial prod champney put need address dob asap ta r
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1,154,35,3,u want xma 100 free text messag new video phone half price line rental call free 0800 0721072 find
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0,92,22,1,well offici philosoph hole u wan na call home readi save
Its going good...no problem..but still need little experience to understand american customer voice...,0,102,18,1,go good problem still need littl experi understand american custom voic
I'll text you when I drop x off,0,31,9,1,text drop x
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0,77,20,3,ugh long day exhaust want cuddl take nap
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0,139,35,3,talk atleast day otherwis miss best friend world shesil lt gt
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1,156,35,2,shop till u drop either 10k 5k cash travel voucher call ntt po box cr01327bt fixedlin cost 150ppm mobil vari
Are you in castor? You need to see something,0,44,10,2,castor need see someth
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,1,136,31,4,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr 82277 sp tyron
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1,132,26,1,u secret admir look 2 make contact r reveal think ur 09058094565
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,1,143,26,1,u secret admir look 2 make contact r reveal think ur
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1,127,27,4,remind download content alreadi paid goto http mymobi collect content
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0,276,67,4,see knew give break time woul lead alway want miss curfew gon na gibe one midnight movi gon na get til need come home need getsleep anyth need b studdi ear train
I love to give massages. I use lots of baby oil... What is your fave position?,0,78,19,2,love give massag use lot babi oil fave posit
Dude we should go sup again,0,27,6,1,dude go sup
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0,79,17,2,yoyyooo u know chang permiss drive mac usb flash drive
Gibbs unsold.mike hussey,0,24,3,1,gibb hussey
I like to talk pa but am not able to. I dont know y.,0,52,16,2,like talk pa abl dont know
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,0,68,20,4,dun cut short leh u dun like ah fail quit sad
You unbelievable faglord,0,24,3,1,unbeliev faglord
Wife.how she knew the time of murder exactly,0,44,8,1,knew time murder exactli
Why do you ask princess?,0,24,6,1,ask princess
I am great princess! What are you thinking about me? :),0,55,14,3,great princess think
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,0,62,16,8,nutter cutter ctter cttergg cttargg ctargg ctagg ie
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,0,104,29,1,ok noe u busi realli bore msg oso dunno wat colour choos 4 one
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,0,87,23,1,g class earli tomorrow thu tri smoke lt gt
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",0,148,33,3,superb grate u dont everyth u want mean u still opportun happier tomorrow u today
Hope you are having a good week. Just checking in,0,49,11,2,hope good week check
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0,154,39,3,use hope agent drop sinc book thing year whole boston nyc experi
"Thursday night? Yeah, sure thing, we'll work it out then",0,56,14,2,thursday night yeah sure thing work
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,126,24,2,probabl money worri thing come due sever outstand invoic work two three month ago
How is it possible to teach you. And where.,0,43,11,2,possibl teach
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0,77,19,2,wonder phone batteri went dead tell love babe
Lovely smell on this bus and it ain't tobacco...,0,48,11,1,love smell bu ai tobacco
